cip13,lib_cip13,remboursement_total,rang,remboursement_cumule,part_cumulee
3400933316259,"VOGALENE LYOC 7,5MG LYOPHILISAT ORAL 16",4165223.05,738,17496959557.36,77.13912616485702
3400930038420,NEBIVOLOL VTS 5 MG CPR 90,4155725.56,739,17501115282.92,77.15744757877057
3400939740911,NEBIVOLOL BGA 5 MG CPR 30,4154808.32,740,17505270091.24,77.17576494883346
3400930045343,ACARIZAX 12 SQ-HDM LYOPHILISAT ORAL 30,4151546.71,741,17509421637.95,77.19406793938403
3400937613729,NEXAVAR 200MG CPR 112,4149214.58,742,17513570852.53,77.21236064823566
3400930199343,REMSIMA 120MG SOL INJ SER 2,4147040.56,743,17517717893.09,77.23064377245046
3400935259219,NOVORAPID PENFILL 300 U SOL INJ 5,4141937.21,744,17521859830.3,77.24890439744428
3400930264546,COUMADINE 2MG CPR 20,4126461.28,745,17525986291.58,77.26709679345738
3400939158006,LERCANIDIPINE BGA 10MG CPR 30,4125757.65,746,17530112049.23,77.28528608736558
3400934103650,DALACINE 300 MG GELULE 16,4124733.51,747,17534236782.74,77.30347086613136
3400926826017,DESLORATADINE VIATRIS 5 MG CPR 30,4114968.27,748,17538351751.01,77.32161259272695
3400939095219,ARIMIDEX 1MG CPR 90,4110685.08,749,17542462436.09,77.33973543595413
3400936086999,BRONCHODUAL 50/20 MICROG INHAL 1,4102455.07,750,17546564891.16,77.35782199540424
3400930210338,FULVESTRANT BGA 250 MG SOL INJ 1,4099483.5700000003,751,17550664374.73,77.37589545435465
3400937721578,NEUPRO 8 MG/24H DISP TRANSDERM 30,4097432.61,752,17554761807.34,77.39395987120481
3400922087566,ZELBORAF 240MG CPR 56,4096436.93,753,17558858244.27,77.41201989838461
3400927321504,TRAMADOL/PARACETAMOL BGR CPR 20,4082341.65,754,17562940585.92,77.43001778347744
3400930141601,APREPITANT 80MG+125MG BGA GELULE 3,4069080.92,755,17567009666.84,77.4479572057773
3400930097557,CYAMEMAZINE BGA 25MG CPR 30,4058487.55,756,17571068154.39,77.46584992491698
3400939241180,LERCANIDIPINE BGA 20MG CPR 90,4057810.5,757,17575125964.89,77.48373965913544
3400938583960,COVERAM 10MG/10MG CPR 30,4057784.2,758,17579183749.09,77.50162927740469
3400935985293,"LUMIGAN 0,1 MG/ML COLLYRE FL 3ML 1",4053183.29,759,17583236932.38,77.51949861156825
3400939533384,EUROBIOL 25000U GELULE 100,4050488.74,760,17587287421.12,77.537356066226
3400936565289,"ARIXTRA 7,5 MG/0,6ML SOL INJ 10",4048850.1,761,17591336271.22,77.55520629658533
3400936863637,ANESDERM 5% CREME 5G GE 1,4035040.15,762,17595371311.37,77.57299564279661
3400930045411,QUETIAPINE BGA LP 50MG CPR 30,4028043.2199999997,763,17599399354.59,77.59075414153045
3400937945783,AZITHROMYCINE VIATRIS 250MG CPR 6,4020820.66,764,17603420175.25,77.60848079804818
3400927419829,ICLUSIG 45 MG CPR 30,4019881.79,765,17607440057.04,77.62620331535469
3400935895882,"PROGRAF 0,5 MG GELULE 50",4010133.46,766,17611450190.5,77.6438828550424
3400935295637,"BISOPROLOL BGR 2,5MG CPR 30",4009930.37,767,17615460120.87,77.661561499364
3400937045230,ALFUZOSINE VTS LP 10MG CPR 30,4001357.44,768,17619461478.31,77.67920234807163
3400927646584,AZITHROMYCINE BGA 250MG CPR 6,3998707.21,769,17623460185.52,77.69683151266776
3400949913299,TOBI PODHALER 28MG PDR GELU 224,3998506.93,770,17627458692.45,77.71445979428624
3400935726599,RENAGEL 800 MG CPR 180,3992681.1,771,17631451373.55,77.73206239147457
3400939984247,CLOPIDOGREL SDZ 75MG CPR 30,3988945.64,772,17635440319.19,77.74964852008051
3400932945160,LERCANIDIPINE VIATRIS 10MG CPR 30,3987853.36,773,17639428172.55,77.76722983313411
3400931307372,NORMACOL LAVEMENT AD SOL RECTALE 1,3982388.04,774,17643410560.59,77.7847870511438
3400939717449,METFORMINE BGR 500 MG CPR 90,3980229.35,775,17647390789.94,77.80233475210223
3400930090978,OMNIPAQUE 350MG INJ FP TUB 100ML 1,3977749.14,776,17651368539.08,77.81987151851911
3400939718101,METFORMINE BGR 850 MG CPR 90,3974481.57,777,17655343020.65,77.83739387914771
3400939741451,NEBIVOLOL BGA 5 MG CPR 90,3968974.33,778,17659311994.98,77.854891959919
3400936516083,MIMPARA 60MG CPR 28,3962356.77,779,17663274351.75,77.87236086574742
3400935901897,ANASTROZOLE BGA 1MG CPR 90,3956410.9,780,17667230762.65,77.88980355792344
3400939212265,XOLAIR 75 MG SOL INJ SER 1,3945795.44,781,17671176558.09,77.90719944955072
3400930097816,EZETIMIBE SDZ 10MG CPR 90,3940684.03,782,17675117242.12,77.92457280642277
3400930512685,HYDREA 500MG GELULE 20,3940429.41,783,17679057671.53,77.94194504074756
3400927562396,CODOLIPRANE 500MG/30MG CPR 16,3939608.19,784,17682997279.72,77.95931365454656
3400930199893,XELJANZ 11MG CPR LP 28,3937018.31,785,17686934298.03,77.97667085030008
3400922444796,IRBESARTAN BGR 150 MG CPR PELL 90,3933093.43,786,17690867391.46,77.9940107423722
3400930019726,EPORATIO 20 000 UI/1ML INJ SER + A 1,3924630.12,787,17694792021.58,78.01131332211384
3400927418129,ESOMEPRAZOLE SDZ 40MG GELULE 28,3913070.65,788,17698705092.23,78.02856493943469
3400927547669,INLYTA 7MG CPR 56,3911340,789,17702616432.23,78.04580892681116
3400949740642,APOKINON 50 MG/10 ML SOL INJ AMP 10,3900997.73,790,17706517429.96,78.06300731805604
3400930002209,FUROSEMIDE ZEN 500MG CPR 30,3897420.73,791,17710414850.69,78.08018993932365
3400927708251,BRINTELLIX 15MG CPR 28,3895489.03,792,17714310339.72,78.09736404427451
3400941999499,DESLORATADINE BGA 5MG CPR 30,3895401.25,793,17718205740.97,78.11453776222828
3400930001226,ENVARSUS LP 1MG CPR 30,3894600.83,794,17722100341.8,78.13170795135754
3400935530240,"ORGALUTRAN 0,25 MG SOL INJ 5",3892063.57,795,17725992405.37,78.14886695442797
3400935358363,ZYMAD 10000UI/ML SOL BUV GOUTTES 1,3888658.79,796,17729881064.16,78.16601094679022
3400934841514,UN ALFA 1 MICROGRAMME CAPSULE 30,3875697.75,797,17733756761.91,78.18309779760759
3400930011867,"PROHANCE 4748,1MG SOL INJ SER + NEC 1",3871532.84,798,17737628294.75,78.20016628651946
3400930010266,QUETIAPINE VTS LP 50MG CPR 30,3863466.7600000002,799,17741491761.51,78.21719921437507
3400930188828,COLISTIMETHATE AMP 1MUI PDR INH 5,3863186.83,800,17745354948.34,78.23423090809884
3400935766052,ACIDE FOLIQUE CCD 5MG CPR 20,3860751.06,801,17749215699.4,78.25125186320433
3400949247295,"ZOLMITRIPTAN BGA 2,5MG CPR ORODISP 12",3855353.65,802,17753071053.05,78.26824902266179
3400937023818,KEPPRA 100MG/ML SOL BUV 300ML+S10ML 1,3848119.29,803,17756919172.34,78.28521428788035
3400936414907,IMUREL 50 MG CPR PELLICULE 100,3829674.06,804,17760748846.4,78.30209823331762
3400927939440,BEMFOLA 450UI SOL INJ STYLO 1,3829105.54,805,17764577951.94,78.31897967231164
3400922328034,CEFIXIME VTS 200MG CPR 8,3823365.63,806,17768401317.57,78.33583580567243
3400938322446,"AVAMYS 27,5 MICROG/PULV SUSP NASALE 1",3816251.43,807,17772217569,78.35266057454558
3400930130285,MOVENTIG 25MG CPR 30,3815480.95,808,17776033049.95,78.36948194659121
3400935806307,ACTIQ 200MICROG CPR 3,3812958.32,809,17779846008.27,78.38629219707751
3400926704728,TOVIAZ LP 4 MG CPR 30,3808740.33,810,17783654748.6,78.40308385164366
3400930137154,AMOXICILLINE VIATRIS 1 G CPR DISP 14,3806522.77,811,17787461271.37,78.41986572961747
3400930020364,"METOJECT 17,5 MG/0,35ML SOL INJ STYL 1",3797321.19,812,17791258592.56,78.436607040438
3400930059814,TREVICTA 175 MG SUSP INJ SER 1,3794382.55,813,17795052975.11,78.45333539562922
3400930019764,EPORATIO 30 000 UI/1ML INJ SER + A 1,3784658.9899999998,814,17798837634.1,78.47002088240556
3400930057797,"LONSURF 15MG/6,14MG CPR 60",3764550.42,815,17802602184.52,78.48661771620692
3400936876293,"REVAXIS SUSP INJ SER 0,5ML 2AIG 1",3753111.55,816,17806355296.07,78.50316411927867
3400936429116,"ALPRAZOLAM BGA 0,25MG CPR 30",3735768.22,817,17810091064.29,78.51963406053336
3400933275174,LERCANIDIPINE VIATRIS 20MG CPR 90,3735017.5100000002,818,17813826081.8,78.53610069212081
3400936723269,BUDESONIDE BGA 1MG/2ML SUSP INH 20,3723943.14,819,17817550024.94,78.55251849995568
3400937736596,AMOX/AC CLAV BGR 1G/125MG AD SACH 12,3721208.52,820,17821271233.46,78.56892425162752
3400931136385,VIT B12 GERDA 1MG/4ML INJ IM BUV AMP 6,3720914.64,821,17824992148.1,78.58532870766585
3400938757101,VENLAFAXINE SDZ LP 75MG GELULE 30,3720045.5,822,17828712193.6,78.60172933191276
3400937726313,MIRTAZAPINE VIATRIS 15MG CPR 30,3717187.03,823,17832429380.63,78.61811735397715
3400934424021,"TRANSIPEG 5,9G PDR ORALE SACHET 20",3709467.88,824,17836138848.51,78.63447134450114
3400930121405,LEVOTHYROX 75 MICROG CPR EXC 90,3699962.54,825,17839838811.05,78.65078342868026
3400938045789,CEFIXIME BGA 200MG CPR 8,3698883.89,826,17843537694.94,78.66709075739783
3400935291035,DAFALGAN 1 G CPR EFF 8,3693649.02,827,17847231343.96,78.68337500706008
3400930016930,RACECADOTRIL BGR 100MG GELULE 20,3691951.77,828,17850923295.73,78.69965177402905
3400930074848,ESCITALOPRAM MYL 10 MG CPR 28,3691411.91,829,17854614707.64,78.7159261609086
3400949123766,METFORMINE MYP 850MG CPR 90,3682987.96,830,17858297695.6,78.73216340898466
3400938195163,GALVUS 50MG CPR 30,3660716.11,831,17861958411.71,78.74830246679852
3400930119884,DICLOFENAC VIATRIS LP 75MG CPR 30,3652389.35,832,17865610801.06,78.76440481429206
3400930004555,"CHOLECALCIFEROL SDZ 2,5MG/2ML SOL BU 1",3648192.29,833,17869258993.35,78.78048865813986
3400936056664,"CEFTRIAXONE BGA 1G/3,5ML PDR INJ IM 1",3647501.35,834,17872906494.7,78.79656945582943
3400935601360,KEPPRA 250MG CPR 60,3640814.9699999997,835,17876547309.67,78.81262077516824
3400921811704,AZITHROMYCINE TVC 250MG CPR 6,3640298.9,836,17880187608.57,78.82866981930098
3400938675214,TRAMADOL BGR LP 100MG CPR 30,3639289.9699999997,837,17883826898.54,78.84471441534787
3400936080386,GADOVIST 1MMOL/ML SOL INJ SER 15ML 1,3633161.9,838,17887460060.44,78.86073199447425
3400930104934,SELEXID 200MG CPR 20,3630924.69,839,17891090985.13,78.87673971037707
3400922092997,BUDESONIDE VTS 1MG/2ML SUSP INH 20,3630463.61,840,17894721448.74,78.89274539350907
3400936347977,"GONAL F 300UI/0,5ML SOL INJ STYLO 1",3627016.05,841,17898348464.79,78.90873587732804
3400933830885,CALCIDOSE VIT D3 500MG/400UI PDR 60,3623365.73,842,17901971830.52,78.92471026792268
3400937935388,AZITHROMYCINE SDZ 250MG CPR 6,3610776.12,843,17905582606.64,78.94062915450183
3400936931336,MINIRINMELT 120MICROGR LYOPHILISAT 30,3598068.73,844,17909180675.37,78.95649201780692
3400930038390,NEBIVOLOL VTS 5 MG CPR 30,3595960.43,845,17912776635.8,78.97234558621602
3400930057377,CINACALCET VTS 30MG CPR 28,3595243.2,846,17916371879,78.9881959925617
3400930219270,"FINGOLIMOD ZEN 0,5MG GELULE 28",3592328.19,847,17919964207.19,79.00403354745606
3400927636240,ULTRAVIST 300 SOL INJ SER 150ML 1,3584643.29,848,17923548850.48,79.01983722180856
3400933608743,KETOSTERIL CPR 100,3572954.87,849,17927121805.35,79.03558936523636
3400935985354,ANASTROZOLE VIATRIS 1MG CPR 90,3561616.63,850,17930683421.98,79.05129152158369
3400932227709,LOXAPAC 25MG CPR 30,3557656.1,851,17934241078.08,79.0669762170789
3400933323752,SKENAN LP 60MG GELULE 14,3557330.96,852,17937798409.04,79.08265947912417
3400939134680,MACROGOL 4000 SDZ 10G PDR ORALE SACH 20,3555171.13,853,17941353580.17,79.09833321909228
3400930100561,"ENTECAVIR BGA 0,5 MG CPR 30",3554787.87,854,17944908368.04,79.1140052693759
3400930041017,ORKAMBI 200/125 MG CPR 112,3553641.2,855,17948462009.24,79.1296722643171
3400937399708,RAMIPRIL BGA 5MG CPR 90,3552539.65,856,17952014548.89,79.14533440283714
3400931949152,ORACILLINE 1MUI CPR 12,3533914.75,857,17955548463.64,79.1609144294619
3400936162792,MESTINON 60MG CPR 20,3528714.04,858,17959077177.68,79.1764715276331
3400937914857,METHADONE AP-HP 10MG GELULE 7,3519296.28,859,17962596473.96,79.19198710557475
3400927587351,FLECAINIDE BGA LP 100 MG GELULE 30,3515862.46,860,17966112336.42,79.20748754477913
3400932676729,ANTADYS 100MG CPR 15,3496028.4,861,17969608364.82,79.22290054124514
3400935657190,CERNEVIT PDR INJ 10,3491628.16,862,17973099992.98,79.2382941383025
3400936931794,MINIRINMELT 240MICROGR LYOPHILISAT 30,3491012.87,863,17976591005.85,79.25368502272097
3400936751415,"SODIUM CHL FRF 0,9% INJ PO PSS 500ML 1",3485402.45,864,17980076408.3,79.26905117239083
3400932192946,DUPHASTON 10MG CPR 10,3482713.5,865,17983559121.8,79.28440546724372
3400927400209,TANGANIL 500MG CPR 30,3479524.07,866,17987038645.87,79.2997457008054
3400933464660,MODIODAL 100MG CPR 30,3474272.19,867,17990512918.06,79.31506278031954
3400930043295,WAKIX 18MG CPR 30,3448982.79,868,17993961900.85,79.33026836605035
3400937144094,"LOGIMAX LP 5MG/47,5MG CPR 30",3447836.77,869,17997409737.62,79.34546889930442
3400930161562,ROSUVASTATINE BGR 5 MG CPR 90,3439948.31,870,18000849685.93,79.3606346545784
3400939108209,PREDNISOLONE SDZ 20MG CPR ORODISP 20,3437460.94,871,18004287146.87,79.37578944374438
3400930199879,FIVASA 1600 MG CPR GR 60,3429555.58,872,18007716702.45,79.39090938042298
3400938962093,MONTELUKAST TVC 10MG CPR 28,3428471.54,873,18011145173.99,79.40602453787703
3400939651231,NICORETTESKIN 25MG/16H D TRANSDERM 28,3425919.76,874,18014571093.75,79.42112844525766
3400930132586,APREPITANT VIATRIS 80MG+125MG GELULE 3,3425787.92,875,18017996881.67,79.4362317713932
3400927586231,GLICLAZIDE BGA LM 60MG CPR 30,3424334.55,876,18021421216.22,79.45132869003311
3400922472362,AC ZOLEDRONIQUE SDZ 5 MG SOL INJ 1,3422565.24,877,18024843781.46,79.46641780828763
3400936995321,SERTRALINE VIATRIS 50MG GELULE 28,3417909.82,878,18028261691.28,79.48148640211737
3400933435745,LOXAPAC 50MG CPR 30,3407294.2199999997,879,18031668985.5,79.49650819478116
3400934238307,DUROGESIC 25 MICROG/H DISP TRANSDERM 5,3401988.47,880,18035070973.97,79.51150659589985
3400936714274,"SPIRAM/METRO VIATRI 1,5MUI/250MG CPR 10",3400528.23,881,18038471502.2,79.52649855923504
3400930182208,TALZENNA 1MG GELULE 30,3397781.41,882,18041869283.61,79.54147841262083
3400930029220,FLUARIXTETRA SUSP INJ SER VACCIN 1,3392960.9899999998,883,18045262244.6,79.55643701414368
3400937439602,AMLODIPINE VTS 5MG GELULE 30,3378483.14,884,18048640727.74,79.57133178693711
3400931303299,TERCIAN 40 MG/ML SOL BUV 30ML 1,3378243.45,885,18052018971.19,79.58622550300535
3400921947649,VOTUBIA 5 MG CPR 30,3373903.24,886,18055392874.43,79.6011000843202
3400927481512,ESOMEPRAZOLE TVC 20MG GELULE 28,3371643.29,887,18058764517.72,79.61596470215723
3400934783289,CORGARD 80 MG CPR 28,3370735.27,888,18062135252.99,79.63082531679193
3400934837661,"ALPRAZOLAM VTS 0,25MG CPR 30",3369778.2,889,18065505031.19,79.64568171197676
3400930082911,URAPIDIL STRAGEN LP 60MG GELULE 30,3368427.13,890,18068873458.32,79.66053215067764
3400930121443,LEVOTHYROX 125 MICROG CPR SEC EXC 90,3364355.6999999997,891,18072237814.02,79.67536463959979
3400927567131,LORMETAZEPAM ACT 2MG CPR SEC 14,3362022.33,892,18075599836.35,79.6901868413562
3400937128186,OMEPRAZOLE SDZ 20MG GELULE 28,3361340.21,893,18078961176.56,79.70500603583923
3400927587412,FLECAINIDE BGA LP 150 MG GELULE 30,3357476.92,894,18082318653.48,79.71980819817368
3400927610394,AC ZOLEDRONIQUE VTS 5 MG SOL INJ 1,3353440.23,895,18085672093.71,79.73459256388821
3400938210453,SUTENT 50 MG GELULE 28,3345529.99,896,18089017623.7,79.74934205560082
3400939473901,SIMVASTATINE BGA 20MG CPR 84,3344166.65,897,18092361790.35,79.76408553673447
3400937791137,GABAPENTINE VIATRIS 300MG GELULE 90,3334521.03,898,18095696311.38,79.7787864930686
3400930087046,ROSUVASTATINE VTS 10MG CPR 90,3322027.83,899,18099018339.21,79.79343237043153
3400936574793,TARGRETIN 75MG CAPSULE 100,3321106.45,900,18102339445.66,79.80807418569171
3400930024218,NICOPATCHLIB 7 MG/24H DISP TRANSD 28,3317611.34,901,18105657057,79.82270059200438
3400935395382,NEUPOGEN 30 MU SOL INJ SER 1,3311734.78,902,18108968791.78,79.83730109023274
3400934215933,UMATROPE 12 MG/3 ML PDR ET SOL INJ 1,3308353.92,903,18112277145.7,79.85188668320941
3400949914012,INORIAL 20MG CPR 30,3301991.38,904,18115579137.08,79.86644422555396
3400930181737,"GADOVISTMANUEL 1MMOL/ML INJSER7,5ML 1",3301968.83,905,18118881105.91,79.88100166848196
3400937977661,AMLODIPINE BGA 5MG GELULE 30,3300749.41,906,18122181855.32,79.89555373533345
3400930244753,"ENOXAPARINE BGA 4 000 UI/0,4 ML INJ 6",3300217.89,907,18125482073.21,79.91010345886419
3400926914226,GLICLAZIDE MYP LM 60MG CPR 30,3292830.56,908,18128774903.77,79.92462061375471
3400949815845,TASIGNA 150MG GELULE 28,3291104.96,909,18132066008.73,79.93913016096485
3400938212983,TRAMADOL VTS LP 100MG CPR 30,3280980.32,910,18135346989.05,79.95359507151225
3400938829631,VIMPAT 50MG CPR 56,3278385.99,911,18138625375.04,79.9680485443954
3400935568960,"CEFTRIAXONE VTS 1G/3,5ML PDR INJ IM 1",3269351.04,912,18141894726.08,79.98246218474961
3400930088326,DARUNAVIR BGA 800MG CPR 30,3268531.35,913,18145163257.43,79.99687221132335
3400935995988,PEGASYS 135 MICROG SOL INJ SER 4,3265502.5,914,18148428759.93,80.01126888455754
3400935813688,CURACNE 20MG CAPSULE MOLLE 30,3260365.36,915,18151689125.29,80.02564290960024
3400930059692,ARIPIPRAZOLE MYP 10MG CPR 28,3254279.49,916,18154943404.78,80.03999010377028
3400930241349,AZITHROMYCINE BGR 250MG CPR 6,3252862.04,917,18158196266.82,80.05433104880578
3400930020463,"METOJECT 25 MG/0,5ML SOL INJ STYL 1",3245173.95,918,18161441440.77,80.06863809923561
3400930131336,DICLOFENAC BGA LP 75MG CPR 30,3238217.85,919,18164679658.62,80.08291448219583
3400930208663,ENTYVIO 108 MG SOL INJ SER 2,3234703.83,920,18167914362.45,80.09717537283974
3400927552861,OMNITROPE 10 MG SOL INJ CS 1,3232152.41,921,18171146514.86,80.11142501499738
3400927586750,GLICLAZIDE BGA LM 60MG CPR 90,3227972.47,922,18174374487.33,80.12565622898651
3400931742845,LEXOMIL 6MG CPR 30,3226406.23,923,18177600893.56,80.13988053786825
3400938327649,"EPREX 30 000UI/0,75ML SOL INJ SER 1",3219882.9699999997,924,18180820776.53,80.15407608754902
3400935485724,FLUOXETINE BGA 20MG GELULE 14,3204658.84,925,18184025435.37,80.16820451836372
3400938781052,PANTOPRAZOLE ZEN 20MG CPR 28,3199998,926,18187225433.37,80.18231240085841
3400930111994,EMTRICITABIN TENOF SDZ 200/245MG CPR 30,3193742.28,927,18190419175.65,80.19639270366001
3400937300872,RAMIPRIL VIATRIS 5MG CPR 90,3193345.26,928,18193612520.91,80.21047125611315
3400935528988,IBUFETUM 5% GEL 1,3185976.12,929,18196798497.03,80.22451732012064
3400926788704,PREZISTA 800MG CPR 30,3185491.33,930,18199983988.36,80.23856124682666
3400930143728,"IMRALDI 40 MG SOL INJ SER 0,8ML 2",3178333.65,931,18203162322.01,80.2525736173541
3400936127326,CIPROFLOXACINE VIATRIS 500 MG CPR 12,3173485.11,932,18206335807.12,80.2665646120455
3400937627795,LAMOTRIGINE BGA 100MG CPR DISP 30,3168210.62,933,18209504017.74,80.28053235300825
3400930080122,ATORVASTATINE VTS 40MG CPR 30,3166681.3,934,18212670699.04,80.2944933516334
3400930188873,DASATINIB VTS 100 MG CPR 30,3164864.25,935,18215835563.29,80.30844633940109
3400934415784,LANSOPRAZOLE BGR 30MG GELULE 28,3161591.82,936,18218997155.11,80.32238489995414
3400933878733,CACIT VIT D3 1000MG/880UI GRANULES 30,3155698.32,937,18222152853.43,80.33629747773927
3400927564987,EPIPEN VTS 300 MCG SOL INJ STYLO 2,3155032.77,938,18225307886.2,80.35020712130341
3400937442442,GABAPENTINE BGA 300MG GELULE 90,3154271.04,939,18228462157.24,80.36411340661631
3400934990007,ACTISKENAN 10MG GELULE 14,3153155.55,940,18231615312.79,80.37801477405054
3400930111987,EMTRICITABIN TENOF SDZ 200/245MG CPR 30,3150413.0100000002,941,18234765725.8,80.39190405040469
3400930026106,ARIPIPRAZOLE BGR 10 MG CPR 28,3147084.38,942,18237912810.18,80.40577865177441
3400937764162,SPRYCEL 50 MG CPR 60,3140226.13,943,18241053036.31,80.41962301706738
3400938084931,LAMOTRIGINE VIATRIS 100MG CPR DISP 30,3136177.28,944,18244189213.59,80.43344953213042
3400930095553,EZETIMIBE/SIMVAST BGA 10MG/40MG CPR 90,3130806.55,945,18247320020.14,80.44725236916999
3400936406223,NUTROPINAQ 10 MG (30 UI) SOL INJ 1,3130716.7,946,18250450736.84,80.46105481008642
3400930213865,ACIDE FOLIQUE VIATRIS 5MG CPR 20,3125965.53,947,18253576702.37,80.47483630444349
3400931863014,SPASFON LYOC 80MG LYOPHILISAT ORAL 10,3118673.54,948,18256695375.91,80.48858565048732
3400935295866,"BISOPROLOL BGR 2,5MG CPR 90",3116962.89,949,18259812338.8,80.50232745476107
3400927481741,ESOMEPRAZOLE TVC 40MG GELULE 28,3109625.49,950,18262921964.29,80.51603691052178
3400936580367,"IPRATROPIUM VIATR 0,5MG/2ML AD INHAL 10",3100736.91,951,18266022701.2,80.52970717905733
3400949818396,BINOCRIT 20 000UI SER INJ 1,3098256.27,952,18269120957.47,80.54336651115551
3400926648855,FLUTIFORM 125/5MICROG SUSP INHAL 1,3096059.54,953,18272217017.01,80.5570161584949
3400939711935,INSTANYL 100 MICROG/DOSE SOL NASALE 1,3093248.92,954,18275310265.93,80.57065341460887
3400941628115,ANTALNOX 550MG CPR 16,3091758.36,955,18278402024.29,80.58428409926705
3400930012284,EUROBIOL 40 000 U GELULE 50,3090660.39,956,18281492684.68,80.59790994328728
3400938198294,PARACETAMOL VIATRIS 1G CPR 8,3089332.63,957,18284582017.31,80.61152993359072
3400930161340,PIFELTRO 100 MG CPR 30,3088920.98,958,18287670938.29,80.6251481090462
3400936249363,"RISPERDALCONSTA LP 37,5 MG INJ 1",3088828.3,959,18290759766.59,80.63876587590187
3400936246751,PARACETAMOL ZEN 1000 MG CPR 8,3087986.46,960,18293847753.05,80.65237993132403
3400934410642,LANSOPRAZOLE BGR 15MG GELULE 30,3084067.35,961,18296931820.4,80.66597670850311
3400938511062,HUMALOG MIX25 300UI KWIKPEN INJ 5,3083954.31,962,18300015774.71,80.6795729873209
3400936087941,"AMOX/AC CLAV VTS 500MG/62,5MG AD CPR 16",3083264.44,963,18303099039.15,80.69316622469779
3400926853389,TRESIBA 100U/ML SOL INJ CART 5,3082777.34,964,18306181816.49,80.70675731458908
3400935339492,PRAZEPAM BGA 10MG CPR 40,3081422.56,965,18309263239.05,80.72034243164006
3400941557453,"SAIZEN 5,83 MG/ML SOL INJ 1",3074560.21,966,18312337799.26,80.73389729453856
3400941530777,ATORVASTATINE SDZ 10MG CPR 90,3074414.37,967,18315412213.63,80.74745151446993
3400930088821,BIMATOPROST VTS 0.3MG COLLYRE FL 1,3072307.46,968,18318484521.09,80.76099644563337
3400939207414,AMOXICILLINE SDZ 1G CPR DISP 6,3071835.61,969,18321556356.7,80.77453929654416
3400936093164,EUPRESSYL LP 30 MG GELULE 30,3061099.28,970,18324617455.98,80.78803481402473
3400930098950,ERELZI 50 MG SOL INJ SER 4,3058287.02,971,18327675743,80.80151793304954
3400936588523,ARANESP 40 MICROG INJ STYLO 1,3053946.72,972,18330729689.72,80.81498191692414
3400939314723,"REBIF 132 MCG SOL INJ CART 1,5ML 4",3052460.37,973,18333782150.09,80.82843934790365
3400936246980,DOLIPRANE 1G PDR ORALE SACHET 8,3051329.36,974,18336833479.45,80.84189179258125
3400930067833,RASAGILINE BGA 1MG CPR 30,3049897.43,975,18339883376.88,80.8553379242861
3400935177902,"CETROTIDE 0,25 MG PDR ET SOL INJ 1",3049793.51,976,18342933170.39,80.86878359783718
3400930173046,METFORMINE SDZ 1000MG CPR 90,3049018.56,977,18345982188.95,80.88222585485377
3400936760349,CURACNE 40MG CAPSULE MOLLE GE 30,3036337.36,978,18349018526.31,80.89561220406057
3400930054673,ROSUVASTATINE BGA 5MG CPR 90,3034592.94,979,18352053119.25,80.90899086261494
3400935173010,LAMALINE SUPPO 10,3030752.7399999998,980,18355083871.99,80.92235259081801
3400930065891,LEVOTHYROX 100MICROG CPR EXC 30,3015200.25,981,18358099072.24,80.93564575250902
3400930084199,VALGANCICLOVIR BGA 450 MG CPR 60,3012160.68,982,18361111232.92,80.94892551359901
3400930085028,COSIDIME 20MG/5MG/ML COLLYRE 1,3011022.89,983,18364122255.81,80.96220025849603
3400930082799,LAVENTAIR 55MCG/22MCG PDR INH UNIDO 30,3008744.52,984,18367131000.33,80.97546495870667
3400931502722,QUESTRAN 4G PDR ORALE SACHET 50,3008629.11,985,18370139629.44,80.98872915010737
3400930095492,EZETIMIBE/SIMVAST BGA 10MG/20MG CPR 30,3008164.6,986,18373147794.04,81.00199129361543
3400921920383,PRAVASTATINE BGA 20MG CPR 84,3005473.15,987,18376153267.19,81.01524157128468
3400937952309,CLOBEX 500 MICROG/G SHAMPOOING 1,3003953.96,988,18379157221.15,81.02848515127666
3400938234985,CELSENTRI 300MG CPR 60,3003692.2399999998,989,18382160913.39,81.04172757741944
3400930046135,ANDROTARDYL 250MG SOL INJ 1,2993482.52,990,18385154395.91,81.05492499180595
3400935697691,TRINITRINE VIATRI 5MG/24H DISP TRANS 30,2993207.58,991,18388147603.49,81.06812119406008
3400930140734,FULVESTRANT MYL 250 MG SOL INJ SER 1,2991871.96,992,18391139475.45,81.0813115079449
3400933857042,AMOXICILLINE BGA 500 MG GELULE 12,2991141.45,993,18394130616.9,81.09449860121856
3400938140163,LANSOPRAZOLE VIATRIS 15MG GELULE GR 30,2989061.4,994,18397119678.3,81.10767652414243
3400936757219,NALTREXONE VTS 50MG CPR 28,2987315.85,995,18400106994.15,81.12084675143205
3400930103005,FULVESTRANT TVC 250 MG SOL INJ 2,2979928.95,996,18403086923.1,81.13398441197715
3400937721110,NEUPRO 4 MG/24H DISP TRANSDERM 30,2976644.75,997,18406063567.85,81.14710759341708
3400930183137,ATORVASTATINE BGA 40MG CPR 30,2974450.45,998,18409038018.3,81.16022110081141
3400949761463,OMEPRAZOLE TVS 20MG GELULE 28,2972333.43,999,18412010351.73,81.17332527486572
3400939104355,ABSTRAL 100MICROG CPR 30,2971756.39,1000,18414982108.12,81.18642690491453
